2.011000000000000000e+03 1.210840000000000000e+05 5.005400000000000000e+04 5.005400000000000000e+04 6.967700000000000000e+04 6.967700000000000000e+04
2.010000000000000000e+03 1.199270000000000000e+05 4.927600000000000000e+04 5.083100000000000000e+04 6.739200000000000000e+04 6.951800000000000000e+04
2.009000000000000000e+03 1.175380000000000000e+05 4.977700000000000000e+04 5.219500000000000000e+04 6.797600000000000000e+04 7.127800000000000000e+04
2.008000000000000000e+03 1.171810000000000000e+05 5.030300000000000000e+04 5.254600000000000000e+04 6.842400000000000000e+04 7.147500000000000000e+04
2.007000000000000000e+03 1.167830000000000000e+05 5.023300000000000000e+04 5.448900000000000000e+04 6.760900000000000000e+04 7.333700000000000000e+04
2.006000000000000000e+03 1.160110000000000000e+05 4.820100000000000000e+04 5.376800000000000000e+04 6.657000000000000000e+04 7.425900000000000000e+04
2.005000000000000000e+03 1.143840000000000000e+05 4.632600000000000000e+04 5.337100000000000000e+04 6.334400000000000000e+04 7.297700000000000000e+04
2.004000000000000000e+03 1.133430000000000000e+05 4.433400000000000000e+04 5.278800000000000000e+04 6.046600000000000000e+04 7.199700000000000000e+04
2.003000000000000000e+03 1.120000000000000000e+05 4.331800000000000000e+04 5.297300000000000000e+04 5.906700000000000000e+04 7.223200000000000000e+04
2.002000000000000000e+03 1.112780000000000000e+05 4.240900000000000000e+04 5.301900000000000000e+04 5.785200000000000000e+04 7.232600000000000000e+04
2.001000000000000000e+03 1.092970000000000000e+05 4.222800000000000000e+04 5.364600000000000000e+04 5.820800000000000000e+04 7.394700000000000000e+04
2.000000000000000000e+03 1.082090000000000000e+05 4.199000000000000000e+04 5.484100000000000000e+04 5.713500000000000000e+04 7.462100000000000000e+04
1.999000000000000000e+03 1.064340000000000000e+05 4.069600000000000000e+04 5.493200000000000000e+04 5.473700000000000000e+04 7.388500000000000000e+04
1.998000000000000000e+03 1.038740000000000000e+05 3.888500000000000000e+04 5.358200000000000000e+04 5.185500000000000000e+04 7.145500000000000000e+04
1.997000000000000000e+03 1.025280000000000000e+05 3.700500000000000000e+04 5.170400000000000000e+04 4.969200000000000000e+04 6.943000000000000000e+04
1.996000000000000000e+03 1.010180000000000000e+05 3.549200000000000000e+04 5.066100000000000000e+04 4.712300000000000000e+04 6.726300000000000000e+04
1.995000000000000000e+03 9.962700000000000000e+04 3.407600000000000000e+04 4.993500000000000000e+04 4.493800000000000000e+04 6.585200000000000000e+04
1.994000000000000000e+03 9.899000000000000000e+04 3.226400000000000000e+04 4.841800000000000000e+04 4.313300000000000000e+04 6.472900000000000000e+04
1.993000000000000000e+03 9.710700000000000000e+04 3.124100000000000000e+04 4.788400000000000000e+04 4.142800000000000000e+04 6.349700000000000000e+04
1.992000000000000000e+03 9.642600000000000000e+04 3.063600000000000000e+04 4.811700000000000000e+04 3.884000000000000000e+04 6.100300000000000000e+04
1.991000000000000000e+03 9.566900000000000000e+04 3.012600000000000000e+04 4.851600000000000000e+04 3.792200000000000000e+04 6.107100000000000000e+04
1.990000000000000000e+03 9.431200000000000000e+04 2.994300000000000000e+04 4.995000000000000000e+04 3.740300000000000000e+04 6.239500000000000000e+04
1.989000000000000000e+03 9.334700000000000000e+04 2.890600000000000000e+04 5.062400000000000000e+04 3.652000000000000000e+04 6.395800000000000000e+04
1.988000000000000000e+03 9.283000000000000000e+04 2.722500000000000000e+04 4.973700000000000000e+04 3.401700000000000000e+04 6.214500000000000000e+04
1.987000000000000000e+03 9.112400000000000000e+04 2.606100000000000000e+04 4.935800000000000000e+04 3.241000000000000000e+04 6.138200000000000000e+04
1.986000000000000000e+03 8.947900000000000000e+04 2.489700000000000000e+04 4.874600000000000000e+04 3.075900000000000000e+04 6.022300000000000000e+04
1.985000000000000000e+03 8.845800000000000000e+04 2.361800000000000000e+04 4.707900000000000000e+04 2.906600000000000000e+04 5.793900000000000000e+04
1.984000000000000000e+03 8.678900000000000000e+04 2.241500000000000000e+04 4.621500000000000000e+04 2.746400000000000000e+04 5.662500000000000000e+04
1.983000000000000000e+03 8.540700000000000000e+04 2.088500000000000000e+04 4.482300000000000000e+04 2.540100000000000000e+04 5.451600000000000000e+04
1.982000000000000000e+03 8.391800000000000000e+04 2.017100000000000000e+04 4.513900000000000000e+04 2.430900000000000000e+04 5.439900000000000000e+04
1.981000000000000000e+03 8.352700000000000000e+04 1.907400000000000000e+04 4.526000000000000000e+04 2.278700000000000000e+04 5.407000000000000000e+04
1.980000000000000000e+03 8.236800000000000000e+04 1.771000000000000000e+04 4.602400000000000000e+04 2.106300000000000000e+04 5.473700000000000000e+04
1.979000000000000000e+03 8.077600000000000000e+04 1.646100000000000000e+04 4.752700000000000000e+04 1.955400000000000000e+04 5.645700000000000000e+04
1.978000000000000000e+03 7.733000000000000000e+04 1.506400000000000000e+04 4.765900000000000000e+04 1.773000000000000000e+04 5.609400000000000000e+04
1.977000000000000000e+03 7.603000000000000000e+04 1.357200000000000000e+04 4.588400000000000000e+04 1.610000000000000000e+04 5.443000000000000000e+04
1.976000000000000000e+03 7.414200000000000000e+04 1.268600000000000000e+04 4.559500000000000000e+04 1.492200000000000000e+04 5.363200000000000000e+04
1.975000000000000000e+03 7.286700000000000000e+04 1.180000000000000000e+04 4.485100000000000000e+04 1.377900000000000000e+04 5.237300000000000000e+04
